ID,档位,类型,主题,需明确同意,来源,题目
v9-t4-1409,成人刺激,真心话,同意与边界,否,v9-expansion,伴侣提出在公共场合亲密互动时，怎样的沟通方式最尊重你？
v9-t4-1410,成人刺激,真心话,幻想与氛围,否,v9-expansion,如果可以安全、自愿地体验一次“互相准备惊喜服装”，你最在意什么？
v9-t4-1411,成人刺激,真心话,关系模式,否,v9-expansion,如果伴侣提出“跨城市周末关系”，你最先想确认什么？
v9-t4-1412,成人刺激,真心话,成人坦诚,否,v9-expansion,你能接受伴侣拥有不愿与你分享的幻想吗？
v9-t4-1413,成人刺激,真心话,约会与暧昧,否,v9-expansion,如果对方在饮食选择上与你完全不同，你会继续了解吗？
v9-t4-1414,成人刺激,真心话,数字隐私,否,v9-expansion,如果伴侣要求收藏内容，你会答应吗？
v9-t4-1415,成人刺激,真心话,亲密偏好,否,v9-expansion,睡前拥抱对你确认一段关系有多重要？
v9-t4-1416,成人刺激,真心话,吸引力细节,否,v9-expansion,你更容易被一个人的温柔感还是松弛感吸引？为什么？
v9-t4-1417,成人刺激,真心话,暧昧信号,否,v9-expansion,当对方出现“分享私人歌单”时，你会把它理解为暧昧信号吗？
v9-t4-1418,成人刺激,真心话,前任与过去,否,v9-expansion,分手后保留共同朋友，对你来说意味着什么？
v9-t4-1419,成人刺激,真心话,亲密沟通,否,v9-expansion,当双方在灯光氛围上不一致时，你更希望怎么沟通？
v9-t4-1420,成人刺激,真心话,同意与边界,否,v9-expansion,如果你对讨论前任感到不舒服，会用什么方式暂停？
v9-t4-1421,成人刺激,真心话,幻想与氛围,否,v9-expansion,你对“深夜城市散步”这种成人约会情境的接受度如何？
v9-t4-1422,成人刺激,真心话,关系模式,否,v9-expansion,如果伴侣提出“开放式关系”，你最先想确认什么？
v9-t4-1423,成人刺激,真心话,成人坦诚,否,v9-expansion,在亲密关系中，你更害怕被拒绝还是被敷衍？
v9-t4-1424,成人刺激,真心话,数字隐私,否,v9-expansion,关于匿名账号，你希望伴侣知道到什么程度？
v9-t4-1425,成人刺激,真心话,亲密偏好,否,v9-expansion,什么情况会让你拒绝或暂停独处时的陪伴方式？
v9-t4-1426,成人刺激,真心话,吸引力细节,否,v9-expansion,你更容易被一个人的行动力还是气质吸引？为什么？
v9-t4-1427,成人刺激,真心话,前任与过去,否,v9-expansion,关于前任的共同照片，你会主动向现任坦白吗？
v9-t4-1428,成人刺激,真心话,亲密沟通,否,v9-expansion,你觉得讨论约会预算最合适的时机是什么？
v9-t4-1429,成人刺激,真心话,同意与边界,否,v9-expansion,关于拍摄私密照片，你认为双方必须提前确认哪些边界？
v9-t4-1430,成人刺激,真心话,幻想与氛围,否,v9-expansion,如果可以安全、自愿地体验一次“成年人关系桌游夜”，你最在意什么？
v9-t4-1431,成人刺激,真心话,关系模式,否,v9-expansion,在“与前任复合”里，你最看重哪条规则？
v9-t4-1432,成人刺激,真心话,成人坦诚,否,v9-expansion,你最希望伴侣如何回应你的身体不自信？
v9-t4-1433,成人刺激,真心话,约会与暧昧,否,v9-expansion,如果对方在回家报平安上与你完全不同，你会继续了解吗？
v9-t4-1434,成人刺激,真心话,数字隐私,否,v9-expansion,发生分手时，关于前任联系方式最成熟的处理方式是什么？
v9-t4-1435,成人刺激,真心话,吸引力细节,否,v9-expansion,长期关系里，穿衣风格对维持吸引力有多重要？
v9-t4-1436,成人刺激,真心话,暧昧信号,否,v9-expansion,“反复制造偶遇”对你来说是心动，还是普通友好？
v9-t4-1437,成人刺激,真心话,前任与过去,否,v9-expansion,你是否曾因前任的共同账号影响下一段关系？
v9-t4-1438,成人刺激,真心话,亲密沟通,否,v9-expansion,你觉得讨论前戏氛围最合适的时机是什么？
v9-t4-1439,成人刺激,真心话,同意与边界,否,v9-expansion,在进行角色扮演之前，你希望对方怎样确认你的同意？
v9-t4-1440,成人刺激,真心话,幻想与氛围,否,v9-expansion,“纪念日酒店入住”对你来说更浪漫、刺激还是有压力？
v9-t4-1441,成人刺激,真心话,关系模式,否,v9-expansion,如果伴侣提出“年龄差较大的关系”，你最先想确认什么？
v9-t4-1442,成人刺激,真心话,成人坦诚,否,v9-expansion,你认为成年人之间“只暧昧不负责”公平吗？
v9-t4-1443,成人刺激,真心话,约会与暧昧,否,v9-expansion,第一次约会时，你对拍照习惯最在意的标准是什么？
v9-t4-1444,成人刺激,真心话,数字隐私,否,v9-expansion,你认为共同相册是否属于关系中的私人空间？
v9-t4-1445,成人刺激,真心话,亲密偏好,否,v9-expansion,久别重逢的拥抱对你确认一段关系有多重要？
v9-t4-1446,成人刺激,真心话,吸引力细节,否,v9-expansion,哪一种反差感会让你觉得对方在主动释放暧昧信号？
v9-t4-1447,成人刺激,真心话,暧昧信号,否,v9-expansion,如果喜欢的人开始“试探你的感情状态”，你会主动推进关系吗？
v9-t4-1448,成人刺激,真心话,前任与过去,否,v9-expansion,如果现任介意你与前任的社交平台关注，你会如何处理？
v9-t4-1449,成人刺激,真心话,亲密沟通,否,v9-expansion,当双方在事后陪伴上不一致时，你更希望怎么沟通？
v9-t4-1450,成人刺激,真心话,同意与边界,否,v9-expansion,伴侣提出一起旅行过夜时，怎样的沟通方式最尊重你？
v9-t4-1451,成人刺激,真心话,幻想与氛围,否,v9-expansion,“海边夜谈”对你来说更浪漫、刺激还是有压力？
v9-t4-1452,成人刺激,真心话,关系模式,否,v9-expansion,在“暂时不考虑婚姻”里，你最看重哪条规则？
v9-t4-1453,成人刺激,真心话,成人坦诚,否,v9-expansion,你有没有因为身体吸引力而忽略过明显的关系风险？
v9-t4-1454,成人刺激,真心话,数字隐私,否,v9-expansion,你认为聊天记录是否属于关系中的私人空间？
v9-t4-1455,成人刺激,真心话,亲密偏好,否,v9-expansion,你理想中的第一次牵手应该是什么节奏？
v9-t4-1456,成人刺激,真心话,吸引力细节,否,v9-expansion,长期关系里，反差感对维持吸引力有多重要？
v9-t4-1457,成人刺激,真心话,暧昧信号,否,v9-expansion,如果喜欢的人开始“轻微吃醋”，你会主动推进关系吗？
v9-t4-1458,成人刺激,真心话,前任与过去,否,v9-expansion,如果现任介意你与前任的家人联系，你会如何处理？
v9-t4-1459,成人刺激,真心话,亲密沟通,否,v9-expansion,关于公开亲密程度，你最希望伴侣主动问你的问题是什么？
v9-t4-1460,成人刺激,真心话,同意与边界,否,v9-expansion,在介绍给朋友之前，你希望对方怎样确认你的同意？
v9-t4-1461,成人刺激,真心话,幻想与氛围,否,v9-expansion,你对“角色扮演晚餐”这种成人约会情境的接受度如何？
v9-t4-1462,成人刺激,真心话,关系模式,否,v9-expansion,在“分手后保持联系”里，你最看重哪条规则？
v9-t4-1463,成人刺激,真心话,成人坦诚,否,v9-expansion,你有没有为了维持吸引力，假装喜欢过某种约会方式？
v9-t4-1464,成人刺激,真心话,约会与暧昧,否,v9-expansion,第一次约会时，你对第二次邀约最在意的标准是什么？
v9-t4-1465,成人刺激,真心话,数字隐私,否,v9-expansion,发生分手时，关于手机密码最成熟的处理方式是什么？
v9-t4-1466,成人刺激,真心话,吸引力细节,否,v9-expansion,在成年人约会中，穿衣风格达到什么程度会让你明显心动？
v9-t4-1467,成人刺激,真心话,暧昧信号,否,v9-expansion,你曾经因为“分享私人歌单”误判过一段关系吗？
v9-t4-1468,成人刺激,真心话,前任与过去,否,v9-expansion,分手后保留共同账号，对你来说意味着什么？
v9-t4-1469,成人刺激,真心话,亲密沟通,否,v9-expansion,你觉得讨论主动程度最合适的时机是什么？
v9-t4-1470,成人刺激,真心话,同意与边界,否,v9-expansion,如果你对谈论亲密频率感到不舒服，会用什么方式暂停？
v9-t4-1471,成人刺激,真心话,幻想与氛围,否,v9-expansion,你对“秘密身份小游戏”这种成人约会情境的接受度如何？
v9-t4-1472,成人刺激,真心话,关系模式,否,v9-expansion,如果伴侣提出“朋友发展成恋人”，你最先想确认什么？
v9-t4-1473,成人刺激,真心话,成人坦诚,否,v9-expansion,你最不愿在新关系初期谈论的成人话题是什么？
v9-t4-1474,成人刺激,真心话,约会与暧昧,否,v9-expansion,第一次约会时，你对对服务人员态度最在意的标准是什么？
v9-t4-1475,成人刺激,真心话,数字隐私,否,v9-expansion,关于共同相册，你希望伴侣知道到什么程度？
v9-t4-1476,成人刺激,真心话,亲密偏好,否,v9-expansion,什么情况会让你拒绝或暂停第一次牵手？
v9-t4-1477,成人刺激,真心话,吸引力细节,否,v9-expansion,哪一种身体语言会让你觉得对方在主动释放暧昧信号？
v9-t4-1478,成人刺激,真心话,暧昧信号,否,v9-expansion,你曾经因为“向朋友提起你”误判过一段关系吗？
v9-t4-1479,成人刺激,真心话,前任与过去,否,v9-expansion,关于前任的联系方式，你会主动向现任坦白吗？
v9-t4-1480,成人刺激,真心话,亲密沟通,否,v9-expansion,当双方在情绪安抚上不一致时，你更希望怎么沟通？
v9-t4-1481,成人刺激,真心话,同意与边界,否,v9-expansion,关于使用情侣昵称，你认为双方必须提前确认哪些边界？
v9-t4-1482,成人刺激,真心话,幻想与氛围,否,v9-expansion,你对“海边夜谈”这种成人约会情境的接受度如何？
v9-t4-1483,成人刺激,真心话,关系模式,否,v9-expansion,如果伴侣提出“先同居再决定婚姻”，你最先想确认什么？
v9-t4-1484,成人刺激,真心话,成人坦诚,否,v9-expansion,你认为成年人在确认关系前应该谈清楚哪些底线？
v9-t4-1485,成人刺激,真心话,约会与暧昧,否,v9-expansion,你曾因一次约会里的穿着风格改变对一个人的判断吗？
v9-t4-1486,成人刺激,真心话,数字隐私,否,v9-expansion,如果伴侣要求前任联系方式，你会答应吗？
v9-t4-1487,成人刺激,真心话,亲密偏好,否,v9-expansion,关于见面时的问候方式，你更喜欢自己主动还是对方主动？
v9-t4-1488,成人刺激,真心话,吸引力细节,否,v9-expansion,长期关系里，身体语言对维持吸引力有多重要？
v9-t4-1489,成人刺激,真心话,暧昧信号,否,v9-expansion,当对方出现“刻意保持距离”时，你会把它理解为暧昧信号吗？
v9-t4-1490,成人刺激,真心话,前任与过去,否,v9-expansion,如果现任介意你与前任的固定纪念日，你会如何处理？
v9-t4-1491,成人刺激,真心话,亲密沟通,否,v9-expansion,当双方在主动程度上不一致时，你更希望怎么沟通？
v9-t4-1492,成人刺激,真心话,同意与边界,否,v9-expansion,如果你对一起旅行过夜感到不舒服，会用什么方式暂停？
v9-t4-1493,成人刺激,真心话,幻想与氛围,否,v9-expansion,你愿意主动提出“海边夜谈”吗？为什么？
v9-t4-1494,成人刺激,真心话,关系模式,否,v9-expansion,你认为“长期异地”最容易在哪个环节伤害关系？
v9-t4-1495,成人刺激,真心话,成人坦诚,否,v9-expansion,你有没有在一段关系里把亲密感当作和好的捷径？
v9-t4-1496,成人刺激,真心话,约会与暧昧,否,v9-expansion,你曾因一次约会里的见面时间改变对一个人的判断吗？
